Holdings details

Total Stock Market ETF (VTI)


Equity,as of 06/30/2021

,SEDOL,HOLDINGS,TICKER,% OF FUNDS*,SECTOR,COUNTRY,SECURITY DEPOSITORY RECEIPT TYPE,MARKET VALUE*,SHARES
,2690830,Pioneer Natural Resources Co.,PXD,0.08%,Oil & Gas Exploration & Production,US,---,"$1,007,037,465.32","6,196,391"
,2985677,Xilinx Inc.,XLNX,0.08%,Semiconductors,US,---,"$1,004,779,511.04","6,946,761"
,2210614,Marriott International Inc./MD,MAR,0.08%,"Hotels, Resorts & Cruise Lines",US,---,"$1,004,669,656.28","7,359,139"
,2614807,Xcel Energy Inc.,XEL,0.08%,Electric Utilities,US,---,"$1,002,150,946.44","15,211,763"
,BK531S8,Otis Worldwide Corp.,OTIS,0.08%,Industrial Machinery,US,---,"$991,295,256.90","12,122,970"
,B3NQ4P8,Kinder Morgan Inc.,KMI,0.08%,Oil & Gas Storage & Transportation,US,---,"$991,156,221.99","54,369,513"
,BDFZSP1,Okta Inc.,OKTA,0.08%,Internet Services & Infrastructure,US,---,"$991,014,435.96","4,050,247"
,BZ6TS23,SBA Communications Corp.,SBAC,0.08%,Specialized REITs,US,---,"$985,179,462.80","3,091,244"
,2674458,Paychex Inc.,PAYX,0.08%,Data Processing & Outsourced Services,US,---,"$983,404,607.30","9,165,001"
,BYVYHH4,Welltower Inc.,WELL,0.08%,Health Care REITs,US,---,"$980,682,462.30","11,801,233"
,B87ZMX0,Palo Alto Networks Inc.,PANW,0.08%,Systems Software,US,---,"$970,126,180.15","2,614,543"
,2098876,Yum! Brands Inc.,YUM,0.08%,Restaurants,US,---,"$967,898,424.39","8,414,313"
,2197137,Cintas Corp.,CTAS,0.08%,Diversified Support Services,US,---,"$963,839,098.00","2,523,139"
,2047317,Archer-Daniels-Midland Co.,ADM,0.08%,Agricultural Products,US,---,"$956,686,382.40","15,786,904"
,BZ07BW4,Monster Beverage Corp.,MNST,0.08%,Soft Drinks,US,---,"$955,043,239.50","10,454,770"
,B11FJK3,TransDigm Group Inc.,TDG,0.08%,Aerospace & Defense,US,---,"$953,715,791.42","1,473,398"
,BYVMW06,Hilton Worldwide Holdings Inc.,HLT,0.07%,"Hotels, Resorts & Cruise Lines",US,---,"$949,084,839.94","7,868,387"
,2783815,Zimmer Biomet Holdings Inc.,ZBH,0.07%,Health Care Equipment,US,---,"$947,084,257.90","5,889,095"
,BD8FDD1,Trade Desk Inc.,TTD,0.07%,Application Software,US,---,"$941,886,777.92","12,175,372"
,2754060,Rockwell Automation Inc.,ROK,0.07%,Electrical Components & Equipment,US,---,"$937,937,663.46","3,279,273"
,B3Q2FJ4,Stanley Black & Decker Inc.,SWK,0.07%,Industrial Machinery,US,---,"$935,096,528.31","4,561,669"
,B5B2106,Fortinet Inc.,FTNT,0.07%,Systems Software,US,---,"$934,380,068.65","3,922,835"
,B4WHY15,First Republic Bank/CA,FRC,0.07%,Regional Banks,US,---,"$932,139,167.58","4,980,174"
,2065955,AutoZone Inc.,AZO,0.07%,Automotive Retail,US,---,"$929,060,648.66","622,603"
,2026361,Aflac Inc.,AFL,0.07%,Life & Health Insurance,US,---,"$927,129,270.02","17,277,847"
,BG1FRR1,KKR & Co. Inc.,KKR,0.07%,Asset Management & Custody Banks,US,---,"$925,149,658.24","15,616,976"
,BK73B42,Corteva Inc.,CTVA,0.07%,Fertilizers & Agricultural Chemicals,US,---,"$924,872,194.65","20,853,939"
,2262864,CoStar Group Inc.,CSGP,0.07%,Research & Consulting Services,US,---,"$924,111,191.76","11,158,068"
,2126249,Mettler-Toledo International Inc.,MTD,0.07%,Life Sciences Tools & Services,US,---,"$910,708,662.60","657,390"
,2041364,Valero Energy Corp.,VLO,0.07%,Oil & Gas Refining & Marketing,US,---,"$901,567,741.44","11,546,718"
,2961053,Skyworks Solutions Inc.,SWKS,0.07%,Semiconductors,US,---,"$894,504,546.00","4,664,952"
,BJ7WJS2,Peloton Interactive Inc.,PTON,0.07%,Leisure Products,US,---,"$894,243,977.64","7,210,482"
,2831543,Southwest Airlines Co.,LUV,0.07%,Airlines,US,---,"$886,858,309.81","16,704,809"
,2224701,Corning Inc.,GLW,0.07%,Electronic Components,US,---,"$885,317,350.90","21,645,901"
,BYVG1F6,Waste Connections Inc.,WCN,0.07%,Environmental & Facilities Services,CA,---,"$882,895,590.54","7,392,578"
,2665861,PACCAR Inc.,PCAR,0.07%,Construction Machinery & Heavy Trucks,US,---,"$875,234,230.50","9,806,546"
,2089212,AMETEK Inc.,AME,0.07%,Electrical Components & Equipment,US,---,"$870,693,141.00","6,522,046"
,BMC9P69,Coinbase Global Inc.,COIN,0.07%,Financial Exchanges & Data,US,---,"$861,988,765.50","3,403,035"
,2045623,ANSYS Inc.,ANSS,0.07%,Application Software,US,---,"$854,808,432.94","2,462,999"
,2707677,Public Service Enterprise Group Inc.,PEG,0.07%,Multi-Utilities,US,---,"$853,923,918.44","14,294,006"
,2378534,McKesson Corp.,MCK,0.07%,Health Care Distributors,US,---,"$852,729,406.76","4,458,949"
,2808053,SVB Financial Group,SIVB,0.07%,Regional Banks,US,---,"$852,466,340.04","1,532,028"
,2332262,Fastenal Co.,FAST,0.07%,Trading Companies & Distributors,US,---,"$843,535,524.00","16,221,837"
,BDB6Q21,Willis Towers Watson plc,WLTW,0.07%,Insurance Brokers,US,---,"$838,203,920.96","3,644,048"
,2250687,DR Horton Inc.,DHI,0.07%,Homebuilding,US,---,"$828,573,430.86","9,168,678"
,2131179,AvalonBay Communities Inc.,AVB,0.06%,Residential REITs,US,---,"$823,893,094.32","3,947,928"
,2319146,Equifax Inc.,EFX,0.06%,Research & Consulting Services,US,---,"$823,516,334.38","3,438,338"
,B0J7D57,Ameriprise Financial Inc.,AMP,0.06%,Asset Management & Custody Banks,US,---,"$815,304,996.48","3,275,896"
,2359506,Arthur J Gallagher & Co.,AJG,0.06%,Insurance Brokers,US,---,"$812,034,094.48","5,796,931"
,2651086,Nucor Corp.,NUE,0.06%,Steel,US,---,"$810,886,409.21","8,452,897"
,BQZJ0Q9,Keysight Technologies Inc.,KEYS,0.06%,Electronic Equipment & Instruments,US,---,"$805,029,042.21","5,213,581"
,2989356,Zebra Technologies Corp.,ZBRA,0.06%,Electronic Equipment & Instruments,US,---,"$800,532,754.06","1,511,894"
,B4P9W92,Verisk Analytics Inc.,VRSK,0.06%,Research & Consulting Services,US,---,"$800,050,043.52","4,579,041"
,2573760,Maxim Integrated Products Inc.,MXIM,0.06%,Semiconductors,US,---,"$799,308,477.36","7,586,451"
,BRTLC06,Liberty Broadband Corp.,LBRDK,0.06%,Cable & Satellite,US,---,"$798,713,396.04","4,599,294"
,BP96PS6,Synchrony Financial,SYF,0.06%,Consumer Finance,US,---,"$794,482,831.24","16,374,337"
,BYY8XK8,WEC Energy Group Inc.,WEC,0.06%,Multi-Utilities,US,---,"$793,967,788.95","8,926,001"
,2208073,Copart Inc.,CPRT,0.06%,Diversified Support Services,US,---,"$793,171,541.92","6,016,624"
,B2R3PV1,American Water Works Co. Inc.,AWK,0.06%,Water Utilities,US,---,"$791,039,395.31","5,132,287"
,BH4HLL3,AMC Entertainment Holdings Inc.,AMC,0.06%,Movies & Entertainment,US,---,"$789,715,921.80","13,932,885"
,2655408,Occidental Petroleum Corp.,OXY,0.06%,Integrated Oil & Gas,US,---,"$783,592,272.05","25,058,915"
,B1W9D46,Delta Air Lines Inc.,DAL,0.06%,Airlines,US,---,"$782,374,101.18","18,085,393"
,BVVN4Q8,Eversource Energy,ES,0.06%,Electric Utilities,US,---,"$778,910,863.36","9,707,264"
,B3SPXZ3,LyondellBasell Industries NV,LYB,0.06%,Commodity Chemicals,US,---,"$777,376,142.73","7,556,879"
,B44Z3T8,EPAM Systems Inc.,EPAM,0.06%,IT Consulting & Other Services,US,---,"$773,739,574.56","1,514,286"
,2319157,Equity Residential,EQR,0.06%,Residential REITs,US,---,"$773,420,802.00","10,044,426"
,BYRY499,Kraft Heinz Co.,KHC,0.06%,Packaged Foods & Meats,US,---,"$773,007,125.10","18,955,545"
,B6WVMH3,CBRE Group Inc.,CBRE,0.06%,Real Estate Services,US,---,"$772,740,986.07","9,013,659"
,2928683,VF Corp.,VFC,0.06%,"Apparel, Accessories & Luxury Goods",US,---,"$770,124,903.52","9,387,188"
,2586122,Laboratory Corp. of America Holdings,LH,0.06%,Health Care Services,US,---,"$761,124,768.30","2,759,198"
,2336747,Fifth Third Bancorp,FITB,0.06%,Regional Banks,US,---,"$760,608,979.15","19,895,605"
,2009210,Alexandria Real Estate Equities Inc.,ARE,0.06%,Office REITs,US,---,"$754,768,811.06","4,148,449"
,2967181,Williams Cos. Inc.,WMB,0.06%,Oil & Gas Storage & Transportation,US,---,"$751,667,085.90","28,311,378"
,2073022,Ball Corp.,BLL,0.06%,Metal & Glass Containers,US,---,"$751,584,055.50","9,276,525"
,2950482,West Pharmaceutical Services Inc.,WST,0.06%,Health Care Supplies,US,---,"$749,132,874.00","2,086,140"
,2656423,Old Dominion Freight Line Inc.,ODFL,0.06%,Trucking,US,---,"$748,506,706.20","2,949,199"
,BKTNTR9,ViacomCBS Inc.,VIAC,0.06%,Broadcasting,US,---,"$748,388,920.40","16,557,277"
,2511920,Lennar Corp.,LEN,0.06%,Homebuilding,US,---,"$746,954,728.95","7,518,417"
,BHKD3S6,Dell Technologies Inc.,DELL,0.06%,"Technology Hardware, Storage & Periphera",US,---,"$741,293,731.27","7,437,481"
,BWTN5N1,Etsy Inc.,ETSY,0.06%,Internet & Direct Marketing Retail,US,---,"$738,727,648.96","3,588,844"
,B6197Q2,Generac Holdings Inc.,GNRC,0.06%,Electrical Components & Equipment,US,---,"$738,551,019.70","1,778,998"
,2497406,Kroger Co.,KR,0.06%,Food Retail,US,---,"$737,746,396.80","19,257,280"
,2094670,Best Buy Co. Inc.,BBY,0.06%,Computer & Electronics Retail,US,---,"$732,027,758.68","6,366,566"
,BR4T3B3,HubSpot Inc.,HUBS,0.06%,Application Software,US,---,"$730,633,565.76","1,253,833"
,2958936,Weyerhaeuser Co.,WY,0.06%,Specialized REITs,US,---,"$728,917,262.06","21,177,143"
,2607647,Kansas City Southern,KSU,0.06%,Railroads,US,---,"$728,087,194.19","2,569,387"
,2146838,Brown-Forman Corp.,BF.B,0.06%,Distillers & Vintners,US,---,"$727,159,906.32","9,703,228"
,2422806,Hershey Co.,HSY,0.06%,Packaged Foods & Meats,US,---,"$720,412,486.14","4,136,023"
,2280220,DTE Energy Co.,DTE,0.06%,Multi-Utilities,US,---,"$708,455,937.60","5,466,481"
,BD3W133,Keurig Dr Pepper Inc.,KDP,0.06%,Soft Drinks,US,---,"$705,735,269.60","20,026,540"
,2724193,Realty Income Corp.,O,0.06%,Retail REITs,US,---,"$705,434,525.34","10,569,891"
,2130109,ONEOK Inc.,OKE,0.06%,Oil & Gas Storage & Transportation,US,---,"$700,335,783.68","12,586,912"
,BBM5MD6,CDW Corp./DE,CDW,0.05%,Technology Distributors,US,---,"$691,864,098.80","3,961,432"
,BYQHPG3,Carvana Co.,CVNA,0.05%,Automotive Retail,US,---,"$690,131,350.12","2,286,566"
,BJXC5M2,Cloudflare Inc.,NET,0.05%,Systems Software,US,---,"$689,299,828.56","6,512,659"
,2023748,Hess Corp.,HES,0.05%,Oil & Gas Exploration & Production,US,---,"$685,006,975.48","7,844,789"
,2465254,International Paper Co.,IP,0.05%,Paper Packaging,US,---,"$678,850,070.20","11,072,420"
,B424494,Splunk Inc.,SPLK,0.05%,Application Software,US,---,"$668,509,293.16","4,623,802"
,2185284,Cerner Corp.,CERN,0.05%,Health Care Technology,US,---,"$665,794,314.16","8,518,351"
,BQXZP64,Wayfair Inc.,W,0.05%,Internet & Direct Marketing Retail,US,---,"$657,851,872.62","2,083,722"
,2272476,Dollar Tree Inc.,DLTR,0.05%,General Merchandise Stores,US,---,"$657,749,426.50","6,610,547"
,BMWBC20,ROBLOX Corp.,RBLX,0.05%,Interactive Home Entertainment,US,---,"$655,865,569.70","7,289,015"
,B748CK2,Expedia Group Inc.,EXPE,0.05%,"Hotels, Resorts & Cruise Lines",US,---,"$653,394,604.41","3,991,171"
,BKT9Y49,Datadog Inc.,DDOG,0.05%,Application Software,US,---,"$653,108,661.12","6,275,064"
,BYQRFY1,Teladoc Health Inc.,TDOC,0.05%,Health Care Technology,US,---,"$653,002,039.23","3,926,887"
,2931205,Vulcan Materials Co.,VMC,0.05%,Construction Materials,US,---,"$652,479,462.18","3,748,374"
,2134781,United Rentals Inc.,URI,0.05%,Trading Companies & Distributors,US,---,"$652,455,521.51","2,045,251"
,2648668,Northern Trust Corp.,NTRS,0.05%,Asset Management & Custody Banks,US,---,"$646,061,436.00","5,587,800"
,2262530,Republic Services Inc.,RSG,0.05%,Environmental & Facilities Services,US,---,"$644,512,176.69","5,858,669"
,BYT3MK1,Fortive Corp.,FTV,0.05%,Industrial Machinery,US,---,"$633,547,590.28","9,084,422"
,B65SQW4,Enphase Energy Inc.,ENPH,0.05%,Semiconductor Equipment,US,---,"$633,295,982.43","3,448,761"
,2204026,Clorox Co.,CLX,0.05%,Household Products,US,---,"$632,581,910.82","3,516,102"
,BDZCRX3,RingCentral Inc.,RNG,0.05%,Application Software,US,---,"$629,657,511.42","2,166,899"
,2884183,Teradyne Inc.,TER,0.05%,Semiconductor Equipment,US,---,"$629,570,204.48","4,699,688"
,B3Z5T14,Garmin Ltd.,GRMN,0.05%,Consumer Electronics,US,---,"$627,993,034.24","4,341,766"
,BMGYYH4,Airbnb Inc.,ABNB,0.05%,"Hotels, Resorts & Cruise Lines",US,---,"$626,464,346.30","4,090,795"
,2476193,Hartford Financial Services Group Inc.,HIG,0.05%,Multi-line Insurance,US,---,"$625,676,510.74","10,096,442"
,B02T2J7,Las Vegas Sands Corp.,LVS,0.05%,Casinos & Gaming,US,---,"$624,258,790.54","11,847,766"
,BR9YYP4,Qorvo Inc.,QRVO,0.05%,Semiconductors,US,---,"$622,719,906.90","3,182,826"
,2550161,McCormick & Co. Inc./MD,MKC,0.05%,Packaged Foods & Meats,US,---,"$621,580,085.76","7,037,818"
,2829515,Edison International,EIX,0.05%,Electric Utilities,US,---,"$620,096,198.54","10,724,597"
,2572079,Martin Marietta Materials Inc.,MLM,0.05%,Construction Materials,US,---,"$619,944,805.98","1,762,158"
,B02HWR9,Extra Space Storage Inc.,EXR,0.05%,Specialized REITs,US,---,"$616,952,181.34","3,766,037"
,2523044,Carnival Corp.,CCL,0.05%,"Hotels, Resorts & Cruise Lines",US,---,"$616,324,847.04","23,381,064"
,2142922,VeriSign Inc.,VRSN,0.05%,Internet Services & Infrastructure,US,---,"$616,071,989.81","2,705,749"
,2909730,Tyson Foods Inc.,TSN,0.05%,Packaged Foods & Meats,US,---,"$614,351,760.64","8,329,064"
,2278407,Dover Corp.,DOV,0.05%,Industrial Machinery,US,---,"$612,220,776.60","4,065,211"
,B3P2CN8,Xylem Inc./NY,XYL,0.05%,Industrial Machinery,US,---,"$610,226,323.40","5,086,915"
,BLPK4D2,Seagen Inc.,SGEN,0.05%,Biotechnology,US,---,"$607,190,692.00","3,845,900"
,2900335,Tractor Supply Co.,TSCO,0.05%,Specialty Stores,US,---,"$605,897,319.72","3,256,462"
,2927925,Ventas Inc.,VTR,0.05%,Health Care REITs,US,---,"$605,688,763.90","10,607,509"
,BF311Y5,Burlington Stores Inc.,BURL,0.05%,Apparel Retail,US,---,"$605,342,165.97","1,880,003"
,2325507,Expeditors International of Washington Inc.,EXPD,0.05%,Air Freight & Logistics,US,---,"$604,289,905.20","4,773,222"
,B4R28B3,FleetCor Technologies Inc.,FLT,0.05%,Data Processing & Outsourced Services,US,---,"$603,035,383.30","2,355,055"
,2937689,Waters Corp.,WAT,0.05%,Life Sciences Tools & Services,US,---,"$602,396,501.95","1,742,995"
,BF2FJ99,MongoDB Inc.,MDB,0.05%,Internet Services & Infrastructure,US,---,"$602,203,747.60","1,665,755"
,2719951,Exact Sciences Corp.,EXAS,0.05%,Biotechnology,US,---,"$602,172,308.58","4,844,118"
,BD81GW9,Invitation Homes Inc.,INVH,0.05%,Residential REITs,US,---,"$598,935,646.98","16,061,562"
,BKBS541,Slack Technologies Inc.,WORK,0.05%,Application Software,US,---,"$597,501,344.50","13,487,615"
,2983563,CarMax Inc.,KMX,0.05%,Automotive Retail,US,---,"$595,352,570.40","4,609,776"
,2445966,Huntington Bancshares Inc./OH,HBAN,0.05%,Regional Banks,US,---,"$595,290,673.45","41,716,235"
,BQPVQZ6,Horizon Therapeutics plc,HZNP,0.05%,Biotechnology,US,---,"$594,728,615.36","6,351,224"
,BYMWL86,TransUnion,TRU,0.05%,Research & Consulting Services,US,---,"$593,435,311.81","5,404,201"
,2195841,Church & Dwight Co. Inc.,CHD,0.05%,Household Products,US,---,"$590,769,242.48","6,932,284"
,BN33VM5,Arista Networks Inc.,ANET,0.05%,Communications Equipment,US,---,"$586,022,657.22","1,617,462"
,2954699,Western Digital Corp.,WDC,0.05%,"Technology Hardware, Storage & Periphera",US,---,"$585,589,820.31","8,228,043"
,BMWWGB0,Caesars Entertainment Inc.,CZR,0.05%,Casinos & Gaming,US,---,"$581,171,913.75","5,601,657"
,2903958,Trimble Inc.,TRMB,0.05%,Electronic Equipment & Instruments,US,---,"$580,391,222.18","7,092,646"
,2122117,Take-Two Interactive Software Inc.,TTWO,0.05%,Interactive Home Entertainment,US,---,"$578,683,690.60","3,269,030"
,2680905,PPL Corp.,PPL,0.05%,Electric Utilities,US,---,"$577,682,198.92","20,653,636"
,2050832,Ameren Corp.,AEE,0.05%,Multi-Utilities,US,---,"$573,051,582.60","7,159,565"
,2100920,FirstEnergy Corp.,FE,0.05%,Electric Utilities,US,---,"$571,938,835.28","15,370,568"
,2965107,Nasdaq Inc.,NDAQ,0.04%,Financial Exchanges & Data,US,---,"$570,627,989.40","3,245,893"
,2490911,KeyCorp,KEY,0.04%,Regional Banks,US,---,"$566,618,468.15","27,439,151"
,2317087,Entergy Corp.,ETR,0.04%,Electric Utilities,US,---,"$565,573,573.80","5,672,754"
,B00FWN1,Alnylam Pharmaceuticals Inc.,ALNY,0.04%,Biotechnology,US,---,"$563,080,683.36","3,321,618"
,2372763,Gartner Inc.,IT,0.04%,IT Consulting & Other Services,US,---,"$559,629,499.80","2,310,609"
,2654364,Cheniere Energy Inc.,LNG,0.04%,Oil & Gas Storage & Transportation,US,---,"$559,308,627.70","6,448,105"
,2480677,Devon Energy Corp.,DVN,0.04%,Oil & Gas Exploration & Production,US,---,"$558,255,363.96","19,124,884"
,2842040,State Street Corp.,STT,0.04%,Asset Management & Custody Banks,US,---,"$556,195,109.80","6,759,785"
,2046853,Albemarle Corp.,ALB,0.04%,Specialty Chemicals,US,---,"$555,521,782.08","3,297,648"
,2405302,Halliburton Co.,HAL,0.04%,Oil & Gas Equipment & Services,US,---,"$552,446,781.84","23,894,757"
,BQRX1X3,Citizens Financial Group Inc.,CFG,0.04%,Regional Banks,US,---,"$552,286,405.11","12,040,253"
,BFY8C75,STERIS plc,STE,0.04%,Health Care Equipment,US,---,"$551,856,213.40","2,675,018"
,2316619,Essex Property Trust Inc.,ESS,0.04%,Residential REITs,US,---,"$551,544,084.19","1,838,419"
,BYSS4X4,Novocure Ltd.,NVCR,0.04%,Health Care Equipment,US,---,"$550,827,194.94","2,483,217"
,2503477,Teledyne Technologies Inc.,TDY,0.04%,Aerospace & Defense,US,---,"$550,671,820.38","1,314,786"
,2222631,Cooper Cos. Inc.,COO,0.04%,Health Care Supplies,US,---,"$550,300,149.00","1,388,700"
,2508386,Plug Power Inc.,PLUG,0.04%,Electrical Components & Equipment,US,---,"$548,770,663.61","16,050,619"
,B01R311,Regions Financial Corp.,RF,0.04%,Regional Banks,US,---,"$548,426,249.96","27,176,722"
,2380863,WW Grainger Inc.,GWW,0.04%,Trading Companies & Distributors,US,---,"$548,083,854.00","1,251,333"
,2589132,Mid-America Apartment Communities Inc.,MAA,0.04%,Residential REITs,US,---,"$545,490,990.66","3,238,873"
,BD87XR1,Coupa Software Inc.,COUP,0.04%,Application Software,US,---,"$543,041,594.88","2,071,808"
,2860257,Sun Communities Inc.,SUI,0.04%,Residential REITs,US,---,"$541,945,889.20","3,161,878"
,B28TS42,Ulta Beauty Inc.,ULTA,0.04%,Specialty Stores,US,---,"$540,161,894.00","1,562,200"
,2289874,Darden Restaurants Inc.,DRI,0.04%,Restaurants,US,---,"$539,736,855.19","3,697,081"
,2507457,Akamai Technologies Inc.,AKAM,0.04%,Internet Services & Infrastructure,US,---,"$536,964,571.00","4,605,185"
,BYVYWS0,Hewlett Packard Enterprise Co.,HPE,0.04%,"Technology Hardware, Storage & Periphera",US,---,"$536,492,430.54","36,796,463"
,2881407,Teleflex Inc.,TFX,0.04%,Health Care Equipment,US,---,"$530,470,881.51","1,320,269"
,B1VP7R6,Broadridge Financial Solutions Inc.,BR,0.04%,Data Processing & Outsourced Services,US,---,"$530,054,718.39","3,281,463"
,2340168,M&T Bank Corp.,MTB,0.04%,Regional Banks,US,---,"$528,386,829.63","3,636,273"
,BL95MY0,Paycom Software Inc.,PAYC,0.04%,Application Software,US,---,"$525,663,398.92","1,446,236"
,2604336,Charles River Laboratories International Inc.,CRL,0.04%,Life Sciences Tools & Services,US,---,"$525,213,155.84","1,419,802"
,B72XK05,Ally Financial Inc.,ALLY,0.04%,Consumer Finance,US,---,"$522,052,219.92","10,474,563"
,2754907,Royal Caribbean Cruises Ltd.,RCL,0.04%,"Hotels, Resorts & Cruise Lines",US,---,"$521,447,715.36","6,114,537"
,BL5GZ82,Ingersoll Rand Inc.,IR,0.04%,Industrial Machinery,US,---,"$520,748,569.71","10,668,891"
,2909644,Tyler Technologies Inc.,TYL,0.04%,Application Software,US,---,"$520,748,439.72","1,151,156"
,BP96PQ4,Catalent Inc.,CTLT,0.04%,Pharmaceuticals,US,---,"$520,420,158.84","4,813,357"
,BN13P03,DoorDash Inc.,DASH,0.04%,Internet & Direct Marketing Retail,US,---,"$519,051,042.93","2,910,621"
,2367480,Genuine Parts Co.,GPC,0.04%,Distributors,US,---,"$516,256,610.56","4,082,048"
,2630643,NetApp Inc.,NTAP,0.04%,"Technology Hardware, Storage & Periphera",US,---,"$514,836,231.46","6,292,303"
,B1XGNW4,Insulet Corp.,PODD,0.04%,Health Care Equipment,US,---,"$514,045,504.43","1,872,593"
,BKVD2N4,Seagate Technology Holdings plc,STX,0.04%,"Technology Hardware, Storage & Periphera",US,---,"$512,012,609.01","5,822,957"
,B01SD70,Domino's Pizza Inc.,DPZ,0.04%,Restaurants,US,---,"$511,633,636.77","1,096,773"
,BJBLRK3,Healthpeak Properties Inc.,PEAK,0.04%,Health Care REITs,US,---,"$507,223,784.09","15,236,521"
,2196888,Cincinnati Financial Corp.,CINF,0.04%,Property & Casualty Insurance,US,---,"$504,338,350.60","4,324,630"
,2284084,Duke Realty Corp.,DRE,0.04%,Industrial REITs,US,---,"$502,291,641.00","10,608,060"
,2547419,MGM Resorts International,MGM,0.04%,Casinos & Gaming,US,---,"$501,532,694.90","11,759,266"
,BJLT387,Avantor Inc.,AVTR,0.04%,Life Sciences Tools & Services,US,---,"$496,592,861.92","13,984,592"
,BSHZ3Q0,Bio-Techne Corp.,TECH,0.04%,Life Sciences Tools & Services,US,---,"$494,773,153.86","1,098,861"
,2781585,Pool Corp.,POOL,0.04%,Distributors,US,---,"$493,723,181.02","1,076,447"
,2066408,Avery Dennison Corp.,AVY,0.04%,Paper Packaging,US,---,"$493,167,957.12","2,345,738"
,2002479,AES Corp.,AES,0.04%,Independent Power Producers & Energy Tra,US,---,"$490,766,941.83","18,824,969"
,2469052,Jacobs Engineering Group Inc.,J,0.04%,Research & Consulting Services,US,---,"$490,735,570.92","3,678,126"
,2215460,Conagra Brands Inc.,CAG,0.04%,Packaged Foods & Meats,US,---,"$490,296,170.40","13,477,080"
,2305844,PerkinElmer Inc.,PKI,0.04%,Life Sciences Tools & Services,US,---,"$489,060,168.03","3,167,283"
,BMWS3X9,Viatris Inc.,VTRS,0.04%,Pharmaceuticals,US,---,"$487,933,765.44","34,145,120.04"
,2702791,Quest Diagnostics Inc.,DGX,0.04%,Health Care Services,US,---,"$487,151,550.57","3,691,381"
,2279303,Omnicom Group Inc.,OMC,0.04%,Advertising,US,---,"$486,151,863.42","6,077,658"
,2803014,Principal Financial Group Inc.,PFG,0.04%,Life & Health Insurance,US,---,"$485,453,762.74","7,682,446"
,2637785,NVR Inc.,NVR,0.04%,Homebuilding,US,---,"$485,389,106.70","97,599"
,BMH0MR7,Zendesk Inc.,ZEN,0.04%,Application Software,US,---,"$483,939,543.50","3,352,775"
,2219224,CMS Energy Corp.,CMS,0.04%,Multi-Utilities,US,---,"$483,883,042.16","8,190,302"
,2433530,Hologic Inc.,HOLX,0.04%,Health Care Equipment,US,---,"$483,057,203.52","7,240,066"
,B05MZT4,Celanese Corp.,CE,0.04%,Specialty Chemicals,US,---,"$482,236,568.00","3,180,980"
,2216850,Consolidated Edison Inc.,ED,0.04%,Multi-Utilities,US,---,"$480,492,228.04","6,699,557"
